Designator Footprint               Mid X         Mid Y         Ref X         Ref Y         Pad X         Pad Y TB      Rotation Comment        

TP63       TP-2                  2924mil       2188mil       2924mil       2188mil       2924mil       2188mil  B        270.00 TP4            
TP61       TP-2                  3318mil       2188mil       3318mil       2188mil       3318mil       2188mil  B        270.00 TP4            
TP40       TP-2                   878mil       3606mil        878mil       3606mil        878mil       3606mil  B        270.00 TP4            
TP39       TP-2                  1280mil       3606mil       1280mil       3606mil       1280mil       3606mil  B         90.00 TP4            
TP38       TP-2                  1677mil       3606mil       1677mil       3606mil       1677mil       3606mil  B        270.00 TP4            
TP37       TP-2                  2079mil       3606mil       2079mil       3606mil       2079mil       3606mil  B        270.00 TP4            
J4         FTSH-105-XX-X-DV       1859mil       2931mil       1859mil       2931mil       1959mil    3010.92mil  T        360.00 20021121-00010C4LF
LOGO1      OSHW_8X150_NOTEXT      -1390mil       -500mil        532mil       2251mil      -1390mil       -500mil  T        360.00 OSHW_LOGO_8MILX0150-NT
J1         MSTBV10               1380mil       3862mil       1380mil       3862mil       2280mil       3862mil  T        180.00 Molex 0395311010
F2         3557                  3341mil       2970mil       3341mil       2970mil       3606mil       3037mil  T        180.00 3557-2         
F1         3557                  3341mil       3360mil       3341mil       3360mil       3606mil       3427mil  T        180.00 3557-2         
C126       C0603              104.331mil    405.512mil    104.331mil    405.512mil    104.331mil    432.284mil  T        270.00 1nF            
C130       C0603              845.472mil    353.346mil    845.472mil    353.346mil    845.472mil    380.118mil  T        270.00 1nF            
C135       C0603             2232.717mil        360mil   2232.717mil        360mil   2232.717mil    386.772mil  T        270.00 1nF            
C141       C0603                 2943mil        360mil       2943mil        360mil       2943mil    386.772mil  T        270.00 1nF            
C125       C0603                  186mil        447mil        186mil        447mil    212.772mil        447mil  T        180.00 1nF            
C129       C0603              887.921mil        446mil    887.921mil        446mil    914.693mil        446mil  T        180.00 1nF            
C138       C0603             2300.717mil        446mil   2300.717mil        446mil   2327.489mil        446mil  T        180.00 1nF            
C140       C0603             3009.576mil        446mil   3009.576mil        446mil   3036.348mil        446mil  T        180.00 1nF            
C128       C0603              785.511mil        360mil    785.511mil        360mil    785.511mil    386.772mil  T        270.00 1nF            
C132       C0603             1462.527mil        360mil   1462.527mil        360mil   1462.527mil    386.772mil  T        270.00 1nF            
C144       C0603                 2821mil        345mil       2821mil        345mil       2821mil    371.772mil  T        270.00 1nF            
C143       C0603             3559.576mil        360mil   3559.576mil        360mil   3559.576mil    386.772mil  T        270.00 1nF            
C127       C0603              670.141mil        447mil    670.141mil        447mil    696.913mil        447mil  T        180.00 1nF            
C131       C0603                 1367mil        447mil       1367mil        447mil   1393.772mil        447mil  T        180.00 1nF            
C139       C0603             2784.717mil        447mil   2784.717mil        447mil   2811.489mil        447mil  T        180.00 1nF            
C142       C0603             3493.576mil        447mil   3493.576mil        447mil   3520.348mil        447mil  T        180.00 1nF            
C97        C0402              294.593mil        777mil    294.443mil        777mil    275.743mil        777mil  T        360.00 100nF          
C103       C0402              991.452mil        780mil    991.302mil        780mil    972.602mil        780mil  T        360.00 100nF          
C117       C0402             2409.169mil        777mil   2409.019mil        777mil   2390.319mil        777mil  T        360.00 100nF          
C121       C0402             3118.028mil        777mil   3117.878mil        777mil   3099.178mil        777mil  T        360.00 100nF          
C94        C0402              202.443mil     839.85mil    202.443mil        840mil    202.443mil      858.7mil  T        270.00 10nF           
C102       C0402              899.302mil     839.85mil    899.302mil        840mil    899.302mil      858.7mil  T        270.00 10nF           
C112       C0402             2317.019mil     839.85mil   2317.019mil        840mil   2317.019mil      858.7mil  T        270.00 10nF           
C114       C0402             3025.878mil     839.85mil   3025.878mil        840mil   3025.878mil      858.7mil  T        270.00 10nF           
C83        C0402              594.443mil    1159.85mil    594.443mil       1160mil    594.443mil     1178.7mil  T        270.00 0402           
C85        C0402                 1293mil    1159.85mil       1293mil       1160mil       1293mil     1178.7mil  T        270.00 0402           
C89        C0402                 2711mil    1159.85mil       2711mil       1160mil       2711mil     1178.7mil  T        270.00 0402           
C91        C0402                 3419mil    1159.85mil       3419mil       1160mil       3419mil     1178.7mil  T        270.00 0402           
C99        C0402               756.85mil        784mil        757mil        784mil      775.7mil        784mil  T        180.00 10nF           
C106       C0402              1467.85mil        785mil       1468mil        785mil     1486.7mil        785mil  T        180.00 10nF           
C118       C0402              2882.85mil        784mil       2883mil        784mil     2901.7mil        784mil  T        180.00 10nF           
C123       C0402              3593.85mil        784mil       3594mil        784mil     3612.7mil        784mil  T        180.00 10nF           
D44        SMA-SM             143.141mil     599.87mil    143.141mil        600mil    143.141mil        521mil  T        270.00 SMAJ30A        
D46        SMA-SM                 840mil     599.87mil        840mil        600mil        840mil        521mil  T        270.00 SMAJ30A        
D49        SMA-SM            2257.717mil     599.87mil   2257.717mil        600mil   2257.717mil        521mil  T        270.00 SMAJ30A        
D52        SMA-SM            2966.576mil     599.87mil   2966.576mil        600mil   2966.576mil        521mil  T        270.00 SMAJ30A        
D54        SMA-SM             342.381mil        360mil    342.511mil        360mil    263.511mil        360mil  T        180.00 SMAJ30A        
D56        SMA-SM            1029.398mil        360mil   1029.527mil        360mil    950.528mil        360mil  T        180.00 SMAJ30A        
D60        SMA-SM            2417.587mil        360mil   2417.717mil        360mil   2338.717mil        360mil  T        180.00 SMAJ30A        
D62        SMA-SM            3126.446mil        363mil   3126.576mil        363mil   3047.576mil        363mil  T        180.00 SMAJ30A        
D45        SMA-SM             701.141mil     599.87mil    701.141mil        600mil    701.141mil        521mil  T        270.00 SMAJ30A        
D47        SMA-SM                1398mil     599.87mil       1398mil        600mil       1398mil        521mil  T        270.00 SMAJ30A        
D51        SMA-SM            2815.717mil     599.87mil   2815.717mil        600mil   2815.717mil        521mil  T        270.00 SMAJ30A        
D53        SMA-SM            3524.576mil     599.87mil   3524.576mil        600mil   3524.576mil        521mil  T        270.00 SMAJ30A        
D55        SMA-SM             593.641mil        359mil    593.511mil        359mil    672.511mil        359mil  T        360.00 SMAJ30A        
D57        SMA-SM            1280.658mil        359mil   1280.527mil        359mil   1359.527mil        359mil  T        360.00 SMAJ30A        
D61        SMA-SM             2669.13mil        360mil       2669mil        360mil       2748mil        360mil  T        360.00 SMAJ30A        
D63        SMA-SM             3378.13mil        363mil       3378mil        363mil       3457mil        363mil  T        360.00 SMAJ30A        
J22        4POL254                605mil        145mil        605mil        145mil        755mil        145mil  T        180.00 Molex 0705430003
J23        4POL254               1195mil        145mil       1195mil        145mil       1345mil        145mil  T        180.00 Molex 0705430003
J26        4POL254               2900mil        145mil       2900mil        145mil       3050mil        145mil  T        180.00 Molex 0705430003
J27        4POL254               3495mil        145mil       3495mil        145mil       3645mil        145mil  T        180.00 Molex 0705430003
R97        R0402              161.141mil    839.749mil    161.141mil    839.698mil    161.141mil      820.8mil  T         90.00 1M             
R100       R0402                  858mil    839.749mil        858mil    839.698mil        858mil      820.8mil  T         90.00 1M             
R108       R0402             2275.717mil    839.749mil   2275.717mil    839.698mil   2275.717mil      820.8mil  T         90.00 1M             
R112       R0402             2984.576mil    839.749mil   2984.576mil    839.698mil   2984.576mil      820.8mil  T         90.00 1M             
R98        R0402              756.949mil        824mil        757mil        824mil    775.898mil        824mil  T        180.00 10K            
R102       R0402             1467.949mil        824mil       1468mil        824mil   1486.898mil        824mil  T        180.00 10K            
R109       R0402             2882.949mil        823mil       2883mil        823mil   2901.898mil        823mil  T        180.00 10K            
R114       R0402             3593.949mil        824mil       3594mil        824mil   3612.898mil        824mil  T        180.00 10K            
R117       2512R-0.55         503.141mil        566mil    503.141mil        566mil    503.141mil    449.858mil  T         90.00 2512           
R119       2512R-0.55            1200mil        566mil       1200mil        566mil       1200mil    449.858mil  T         90.00 2512           
R124       2512R-0.55        2617.717mil        566mil   2617.717mil        566mil   2617.717mil    449.858mil  T         90.00 2512           
R126       2512R-0.55        3326.576mil        566mil   3326.576mil        566mil   3326.576mil    449.858mil  T         90.00 2512           
R116       2512R-0.55         351.141mil        566mil    351.141mil        566mil    351.141mil    449.858mil  T         90.00 2512           
R118       2512R-0.55            1048mil        566mil       1048mil        566mil       1048mil    449.858mil  T         90.00 2512           
R123       2512R-0.55        2465.717mil        566mil   2465.717mil        566mil   2465.717mil    449.858mil  T         90.00 2512           
R125       2512R-0.55        3174.576mil        566mil   3174.576mil        566mil   3174.576mil    449.858mil  T         90.00 2512           
TP3        TP-2                  1070mil       1663mil       1070mil       1663mil       1070mil       1663mil  T        180.00 TP4            
TP19       TP-2                  1120mil       1175mil       1120mil       1175mil       1120mil       1175mil  T        180.00 TP4            
TP26       TP-2                  2535mil       1175mil       2535mil       1175mil       2535mil       1175mil  T        180.00 TP4            
TP30       TP-2                  3255mil       1175mil       3255mil       1175mil       3255mil       1175mil  T        180.00 TP4            
TP82       TP-2                   687mil        773mil        687mil        773mil        687mil        773mil  B          0.00 TP4            
TP81       TP-2                  1386mil        768mil       1386mil        768mil       1386mil        768mil  B          0.00 TP4            
TP79       TP-2                  2807mil        768mil       2807mil        768mil       2807mil        768mil  B          0.00 TP4            
TP78       TP-2                  3512mil        768mil       3512mil        768mil       3512mil        768mil  B          0.00 TP4            
TP5        TP-2                   334mil       1262mil        334mil       1262mil        334mil       1262mil  T        180.00 TP4            
TP9        TP-2                   881mil       1202mil        881mil       1202mil        881mil       1202mil  T        180.00 TP4            
TP24       TP-2                  2262mil       1192mil       2262mil       1192mil       2262mil       1192mil  T        180.00 TP4            
TP29       TP-2                  2958mil       1225mil       2958mil       1225mil       2958mil       1225mil  T        180.00 TP4            
TP4        TP-2                   337mil       1175mil        337mil       1175mil        337mil       1175mil  T        180.00 TP4            
TP8        TP-2                  1020mil       1275mil       1020mil       1275mil       1020mil       1275mil  T        180.00 TP4            
TP23       TP-2                2348.5mil       1192mil     2348.5mil       1192mil     2348.5mil       1192mil  T        180.00 TP4            
TP28       TP-2                  3055mil       1175mil       3055mil       1175mil       3055mil       1175mil  T        180.00 TP4            
TP6        TP-2                   700mil       1300mil        700mil       1300mil        700mil       1300mil  T        180.00 TP4            
TP10       TP-2                  1020mil       1175mil       1020mil       1175mil       1020mil       1175mil  T        180.00 TP4            
TP22       TP-2                  2435mil       1175mil       2435mil       1175mil       2435mil       1175mil  T        180.00 TP4            
TP27       TP-2                  3155mil       1175mil       3155mil       1175mil       3155mil       1175mil  T        180.00 TP4            
TP2        TP-2                  1170mil       1663mil       1170mil       1663mil       1170mil       1663mil  T        180.00 TP4            
TP11       TP-2                  1220mil       1269mil       1220mil       1269mil       1220mil       1269mil  T        180.00 TP4            
TP25       TP-2                  2615mil       1269mil       2615mil       1269mil       2615mil       1269mil  T        180.00 TP4            
TP18       TP-2                  3255mil       1275mil       3255mil       1275mil       3255mil       1275mil  T        180.00 TP4            
TP1        TP-2                   970mil       1663mil        970mil       1663mil        970mil       1663mil  T        180.00 TP4            
TP7        TP-2                  1120mil       1275mil       1120mil       1275mil       1120mil       1275mil  T        180.00 TP4            
TP21       TP-2                  2515mil       1269mil       2515mil       1269mil       2515mil       1269mil  T        180.00 TP4            
TP17       TP-2                  3155mil       1275mil       3155mil       1275mil       3155mil       1275mil  T        180.00 TP4            
R57        R0402             2762.051mil       2052mil       2762mil       2052mil   2743.102mil       2052mil  T        360.00 100K           
R61        R0402             3107.051mil       2052mil       3107mil       2052mil   3088.102mil       2052mil  T        360.00 100K           
R63        R0402             3504.051mil       2052mil       3504mil       2052mil   3485.102mil       2052mil  T        360.00 100K           
R55        R0402             2603.051mil       2100mil       2603mil       2100mil   2584.102mil       2100mil  T        360.00 100K           
R59        R0402             2942.051mil       2052mil       2942mil       2052mil   2923.102mil       2052mil  T        360.00 100K           
R62        R0402             3336.051mil       2052mil       3336mil       2052mil   3317.102mil       2052mil  T        360.00 100K           
C1         CAP-ELEC-063063077       2879mil       3827mil       2879mil       3827mil       2879mil   3724.638mil  T        270.00 UWT1V101MCL1GS 
C23        CAP-ELEC-063063077       2792mil       2861mil       2792mil       2861mil       2792mil   2963.362mil  T         90.00 UWT1V101MCL1GS 
C37        C0402              2572.15mil       2731mil       2572mil       2731mil     2553.3mil       2731mil  T        360.00 1uF            
C81        C0402                 3146mil    1484.85mil       3146mil       1485mil       3146mil     1503.7mil  T        270.00 100nF          
U11        S25FL216K0PMFI041       2981mil       1429mil       2981mil       1429mil   2874.701mil       1504mil  T        360.00 S25FL216K0PMFI041
D23        LED2012120         149.669mil       2840mil        150mil       2840mil    191.338mil       2840mil  T        180.00 5988110107F    
D25        LED2012120         149.669mil       2779mil        150mil       2779mil    191.338mil       2779mil  T        180.00 5988140107F    
R33        R0402              260.949mil       2840mil        261mil       2840mil    279.898mil       2840mil  T        180.00 1K             
R37        R0402              260.949mil       2779mil        261mil       2779mil    279.898mil       2779mil  T        180.00 1K             
C79        C0402                 3126mil   1645.583mil       3126mil   1645.433mil       3126mil   1626.733mil  T         90.00 100nF          
C80        C0402                 3379mil   1648.583mil       3379mil   1648.433mil       3379mil   1629.733mil  T         90.00 100nF          
D41        SOD523                3276mil       1652mil       3276mil       1652mil       3276mil   1624.441mil  T        270.00 1N4148WT       
D37        SOD523                3529mil       1655mil       3529mil       1655mil       3529mil   1627.441mil  T        270.00 1N4148WT       
D35        SOD523                3327mil       1650mil       3327mil       1650mil       3327mil   1677.559mil  T         90.00 1N4148WT       
D36        SOD523                3579mil       1655mil       3579mil       1655mil       3579mil   1682.559mil  T         90.00 1N4148WT       
J17        70543-02              3295mil       1863mil       3295mil       1863mil       3245mil       1863mil  T        360.00 C-GRID-02-70543
J18        70543-02              3608mil       1863mil       3608mil       1863mil       3558mil       1863mil  T        360.00 C-GRID-02-70543
R76        R0603             3200.997mil   1627.003mil       3201mil       1627mil   3227.769mil   1627.003mil  T        360.00 4.7K           
R78        R0603             3453.997mil   1629.997mil       3454mil       1630mil   3480.769mil   1629.997mil  T        180.00 4.7K           
R75        R0603             3200.997mil   1702.003mil       3201mil       1702mil   3227.769mil   1702.003mil  T        360.00 4.7K           
R77        R0603             3453.997mil   1704.997mil       3454mil       1705mil   3480.769mil   1704.997mil  T        180.00 4.7K           
TP68       TP-2                  3076mil       1627mil       3076mil       1627mil       3076mil       1627mil  B        270.00 TP4            
TP67       TP-2                  3329mil       1630mil       3329mil       1630mil       3329mil       1630mil  B        360.00 TP4            
C60        C0402              2603.15mil       2052mil       2603mil       2052mil     2584.3mil       2052mil  T        360.00 10nF           
J7         70543-03            3108.5mil       2549mil     3108.5mil       2549mil     3208.5mil       2549mil  T        180.00 Molex 70543-03 
C36        C1206                 3188mil       2768mil       3188mil       2768mil   3240.165mil       2768mil  T        180.00 TBD            
C35        C0603                 3048mil       2763mil       3048mil       2763mil       3048mil   2789.772mil  T        270.00 100nF          
C34        C0603                 2970mil       2763mil       2970mil       2763mil       2970mil   2789.772mil  T        270.00 1nF            
C92        C1206                 3825mil       1002mil       3825mil       1002mil   3877.165mil       1002mil  T        180.00 TBD            
C96        C0603                 3829mil        882mil       3829mil        882mil   3855.772mil        882mil  T        180.00 100nF          
C95        C0603                 3829mil        936mil       3829mil        936mil   3855.772mil        936mil  T        180.00 1nF            
TP31       TP-2                   687mil        773mil        687mil        773mil        687mil        773mil  T         90.00 TP4            
TP32       TP-2                  1386mil        768mil       1386mil        768mil       1386mil        768mil  T         90.00 TP4            
TP34       TP-2                  2807mil        768mil       2807mil        768mil       2807mil        768mil  T         90.00 TP4            
TP35       TP-2                  3512mil        768mil       3512mil        768mil       3512mil        768mil  T         90.00 TP4            
TP33       TP-2                  2094mil        767mil       2094mil        767mil       2094mil        767mil  T         90.00 TP4            
F3         3557              3917.323mil    1763.78mil   3917.323mil    1763.78mil   3984.323mil    2028.78mil  T        270.00 3557-2         
D43        DO-214AB          3897.193mil   1177.165mil   3897.638mil   1177.165mil   3778.638mil   1177.165mil  T        180.00 S3A-13-F       
J21        4POL254               3918mil        605mil       3918mil        605mil       3918mil        755mil  T        270.00 Molex 0705430003
TP54       TP-2              3522.638mil   2654.528mil   3522.638mil   2654.528mil   3522.638mil   2654.528mil  B         90.00 TP4            
TP94       TP-2              1783.543mil        662mil   1783.543mil        662mil   1783.543mil        662mil  B         90.00 TP4            
TP93       TP-2              1683.543mil        662mil   1683.543mil        662mil   1683.543mil        662mil  B         90.00 TP4            
TP92       TP-2              1983.543mil        662mil   1983.543mil        662mil   1983.543mil        662mil  B         90.00 TP4            
TP91       TP-2              1883.543mil        662mil   1883.543mil        662mil   1883.543mil        662mil  B         90.00 TP4            
TP102      TP-2               277.565mil        662mil    277.565mil        662mil    277.565mil        662mil  B         90.00 TP4            
TP98       TP-2               974.424mil        662mil    974.424mil        662mil    974.424mil        662mil  B        270.00 TP4            
TP90       TP-2              2392.141mil        662mil   2392.141mil        662mil   2392.141mil        662mil  B        270.00 TP4            
TP86       TP-2                  3101mil        662mil       3101mil        662mil       3101mil        662mil  B        270.00 TP4            
TP101      TP-2               377.565mil        662mil    377.565mil        662mil    377.565mil        662mil  B         90.00 TP4            
TP97       TP-2              1074.424mil        662mil   1074.424mil        662mil   1074.424mil        662mil  B        270.00 TP4            
TP89       TP-2              2492.141mil        662mil   2492.141mil        662mil   2492.141mil        662mil  B        270.00 TP4            
TP85       TP-2                  3201mil        662mil       3201mil        662mil       3201mil        662mil  B        270.00 TP4            
TP100      TP-2               577.565mil        662mil    577.565mil        662mil    577.565mil        662mil  B         90.00 TP4            
TP96       TP-2              1274.424mil        662mil   1274.424mil        662mil   1274.424mil        662mil  B        270.00 TP4            
TP88       TP-2              2692.141mil        662mil   2692.141mil        662mil   2692.141mil        662mil  B        270.00 TP4            
TP84       TP-2                  3401mil        662mil       3401mil        662mil       3401mil        662mil  B         90.00 TP4            
TP99       TP-2               477.565mil        662mil    477.565mil        662mil    477.565mil        662mil  B         90.00 TP4            
TP95       TP-2              1174.424mil        662mil   1174.424mil        662mil   1174.424mil        662mil  B        270.00 TP4            
TP87       TP-2              2592.141mil        662mil   2592.141mil        662mil   2592.141mil        662mil  B        270.00 TP4            
TP83       TP-2                  3301mil        662mil       3301mil        662mil       3301mil        662mil  B         90.00 TP4            
J3         MSTBV6                3895mil    2882.48mil       3895mil    3382.48mil       3895mil    3382.48mil  T          0.00 MSTBV6         
C64        C0805              247.299mil       1940mil        247mil       1940mil    209.598mil       1940mil  T        360.00 47uF           
C38        C0402                  111mil    2590.15mil        111mil       2590mil        111mil     2571.3mil  T         90.00 4.7nF          
R68        R0402                  541mil   1951.051mil        541mil       1951mil        541mil   1932.102mil  T         90.00 10K            
R67        R0402                  583mil   1951.051mil        583mil       1951mil        583mil   1932.102mil  T         90.00 10K            
R66        R0402                645.5mil   1951.449mil      645.5mil     1951.5mil      645.5mil   1970.398mil  T        270.00 10K            
R54        R0402                  388mil   1950.949mil        388mil       1951mil        388mil   1969.898mil  T        270.00 10K            
R65        R0402                  346mil   1950.949mil        346mil       1951mil        346mil   1969.898mil  T        270.00 10K            
R71        R0603             1358.003mil   1807.003mil       1358mil       1807mil   1331.232mil   1807.003mil  T        360.00 4.7K           
R47        R0603             2142.997mil   2649.997mil       2143mil       2650mil   2169.769mil   2649.997mil  T        180.00 4.7K           
TP52       TP-2                  2475mil       2782mil       2475mil       2782mil       2475mil       2782mil  B         90.00 TP4            
TP57       TP-2                   386mil       2499mil        386mil       2499mil        386mil       2499mil  B         90.00 TP4            
TP56       TP-2                   482mil       2420mil        482mil       2420mil        482mil       2420mil  B         90.00 TP4            
TP55       TP-2                  1646mil       2593mil       1646mil       2593mil       1646mil       2593mil  B         90.00 TP4            
TP51       TP-2                  1958mil       2963mil       1958mil       2963mil       1958mil       2963mil  B        360.00 TP4            
TP50       TP-2                  1909mil       2863mil       1909mil       2863mil       1909mil       2863mil  B        360.00 TP4            
TP49       TP-2                  1859mil       2963mil       1859mil       2963mil       1859mil       2963mil  B        360.00 TP4            
TP48       TP-2                  1809mil       2863mil       1809mil       2863mil       1809mil       2863mil  B        360.00 TP4            
R95        R0402                 3330mil   1159.949mil       3330mil       1160mil       3330mil   1178.898mil  T        270.00 NP             
R92        R0402             2621.019mil   1159.949mil   2621.019mil       1160mil   2621.019mil   1178.898mil  T        270.00 NP             
R88        R0402             1203.302mil   1159.949mil   1203.302mil       1160mil   1203.302mil   1178.898mil  T        270.00 NP             
R91        R0402              504.443mil   1159.949mil    504.443mil       1160mil    504.443mil   1178.898mil  T        270.00 NP             
R94        R0402                 3373mil   1160.051mil       3373mil       1160mil       3373mil   1141.102mil  T         90.00 NP             
R93        R0402             2664.019mil   1160.051mil   2664.019mil       1160mil   2664.019mil   1141.102mil  T         90.00 NP             
R87        R0402             1246.302mil   1160.051mil   1246.302mil       1160mil   1246.302mil   1141.102mil  T         90.00 NP             
R86        R0402              547.443mil   1160.051mil    547.443mil       1160mil    547.443mil   1141.102mil  T         90.00 NP             
C93        C0603              205.141mil        754mil    205.141mil        754mil    231.913mil        754mil  T        180.00 100nF          
C101       C0603                  902mil        754mil        902mil        754mil    928.772mil        754mil  T        180.00 100nF          
C111       C0603             2319.717mil        754mil   2319.717mil        754mil   2346.489mil        754mil  T        180.00 100nF          
C120       C0603             3028.576mil        754mil   3028.576mil        754mil   3055.348mil        754mil  T        180.00 100nF          
C98        C0603              578.443mil        769mil    578.443mil        769mil    551.671mil        769mil  T        360.00 100nF          
C104       C0603             1275.302mil        769mil   1275.302mil        769mil    1248.53mil        769mil  T        360.00 100nF          
C113       C0603             2693.019mil        769mil   2693.019mil        769mil   2666.247mil        769mil  T        360.00 100nF          
C122       C0603             3401.878mil        769mil   3401.878mil        769mil   3375.106mil        769mil  T        360.00 100nF          
C107       C0603                 1611mil        753mil       1611mil        753mil   1637.772mil        753mil  T        180.00 100nF          
C109       C0603             1984.401mil        770mil   1984.401mil        770mil    1957.63mil        770mil  T        360.00 100nF          
C55        C0603                 1309mil       2080mil       1309mil       2080mil       1309mil   2106.772mil  T        270.00 0603           
D42        SOD323-R              3641mil   1663.654mil       3641mil       1664mil       3641mil       1620mil  T        270.00 MM3Z2V7T1G     
D38        SOD523                2829mil   1654.441mil       2829mil   1654.441mil       2829mil       1682mil  T         90.00 1N4148WT       
C54        C0603                 1309mil       2180mil       1309mil       2180mil       1309mil   2206.772mil  T        270.00 0603           
C82        CAP-ELEC-063063077        770mil       1025mil        770mil       1025mil        770mil    922.638mil  T        270.00 UWT1V101MCL1GS 
C84        CAP-ELEC-063063077       1480mil       1025mil       1480mil       1025mil       1480mil    922.638mil  T        270.00 UWT1V101MCL1GS 
C88        CAP-ELEC-063063077       2893mil       1025mil       2893mil       1025mil       2893mil    922.638mil  T        270.00 UWT1V101MCL1GS 
C90        CAP-ELEC-063063077       3606mil       1025mil       3606mil       1025mil       3606mil    922.638mil  T        270.00 UWT1V101MCL1GS 
C87        EEE-1VA101XP          2186mil       1025mil       2186mil       1025mil       2186mil    922.638mil  T        270.00 EEE-1VA101XP   
R101       R0402              756.949mil        745mil        757mil        745mil    775.898mil        745mil  T        180.00 100K           
J20        4POL254               3465mil       1455mil       3465mil       1455mil       3315mil       1455mil  T        360.00 Molex 0705430003
D29        SOD923-100X40-2N   2841.425mil       2101mil   2841.425mil       2101mil   2859.142mil       2101mil  T        360.00 ESD9B3.3ST5G   
D31        SOD923-100X40-2N   3187.425mil       2101mil   3187.425mil       2101mil   3205.142mil       2101mil  T        360.00 ESD9B3.3ST5G   
D33        SOD923-100X40-2N   3584.425mil       2101mil   3584.425mil       2101mil   3602.142mil       2101mil  T        360.00 ESD9B3.3ST5G   
D28        SOD923-100X40-2N   2679.425mil       2101mil   2679.425mil       2101mil   2697.142mil       2101mil  T        360.00 ESD9B3.3ST5G   
D30        SOD923-100X40-2N   3022.425mil       2101mil   3022.425mil       2101mil   3040.142mil       2101mil  T        360.00 ESD9B3.3ST5G   
D32        SOD923-100X40-2N   3418.425mil       2101mil   3418.425mil       2101mil   3436.142mil       2101mil  T        360.00 ESD9B3.3ST5G   
R56        R0402             2844.051mil       2052mil       2844mil       2052mil   2825.102mil       2052mil  T        360.00 1k             
R60        R0402             3190.051mil       2052mil       3190mil       2052mil   3171.102mil       2052mil  T        360.00 1k             
R70        R0402             3587.051mil       2052mil       3587mil       2052mil   3568.102mil       2052mil  T        360.00 1k             
R53        R0402             2682.051mil   2051.908mil       2682mil   2051.908mil   2663.102mil   2051.908mil  T        360.00 1k             
R58        R0402             3025.051mil       2052mil       3025mil       2052mil   3006.102mil       2052mil  T        360.00 1k             
R69        R0402             3421.051mil       2052mil       3421mil       2052mil   3402.102mil       2052mil  T        360.00 1k             
C15        C0402             3980.362mil   3586.658mil   3980.512mil   3586.658mil   3999.212mil   3586.658mil  T        180.00 C0402TBD       
R14        R0402             3980.563mil   3546.658mil   3980.512mil   3546.658mil   3961.614mil   3546.658mil  T          0.00 24r            
R127       R0402             3874.051mil        328mil       3874mil        328mil   3855.102mil        328mil  T        360.00 R0402TBD       
R12        R0402             3963.634mil    3700.63mil   3963.583mil    3700.63mil   3944.685mil    3700.63mil  T        360.00 R0402TBD       
R128       R0402                  335mil     99.949mil        335mil        100mil        335mil    118.898mil  T        270.00 R0402TBD       
R3         R0402                  234mil   3693.051mil        234mil       3693mil        234mil   3674.102mil  T         90.00 R0402TBD       
R96        R0402               82.949mil       1006mil         83mil       1006mil    101.898mil       1006mil  T        180.00 R0402TBD       
R32        R0402              339.051mil       2955mil        339mil       2955mil    320.102mil       2955mil  T        360.00 R0402TBD       
R84        R0402             2316.949mil       1548mil       2317mil       1548mil   2335.898mil       1548mil  T        180.00 24r            
R73        R0402             2315.051mil       1657mil       2315mil       1657mil   2296.102mil       1657mil  T        360.00 24r            
R72        R0402             2315.949mil       1617mil       2316mil       1617mil   2334.898mil       1617mil  T        180.00 24r            
C16        C0603                  142mil       3369mil        142mil       3369mil    115.228mil       3369mil  T        360.00 C0603TBD       
C7         C0603              744.095mil   3452.756mil    744.095mil   3452.756mil    770.866mil   3452.756mil  T        180.00 C0603TBD       
C8         C0603                  941mil       3647mil        941mil       3647mil    967.772mil       3647mil  T        180.00 C0603TBD       
C9         C0603                 1343mil       3647mil       1343mil       3647mil   1369.772mil       3647mil  T        180.00 C0603TBD       
C10        C0603                 1744mil   3646.997mil       1744mil   3646.997mil   1770.772mil   3646.997mil  T        180.00 C0603TBD       
C11        C0603                 2226mil    3646.99mil       2226mil    3646.99mil   2252.772mil    3646.99mil  T        180.00 C0603TBD       
U12        DRV8825PWPR        427.443mil        959mil    427.443mil        959mil    261.104mil    846.795mil  T          0.00 DRV8825        
U13        DRV8825PWPR       1124.302mil        959mil   1124.302mil        959mil    957.963mil    846.795mil  T          0.00 DRV8825        
U14        DRV8825PWPR        1833.42mil        959mil    1833.42mil        959mil   1667.082mil    846.795mil  T          0.00 DRV8825        
U15        DRV8825PWPR       2542.019mil        959mil   2542.019mil        959mil    2375.68mil    846.795mil  T          0.00 DRV8825        
U16        DRV8825PWPR       3250.878mil        959mil   3250.878mil        959mil   3084.539mil    846.795mil  T          0.00 DRV8825        
Q6         SOT23-3            667.622mil   3378.299mil    667.323mil   3375.984mil    629.921mil   3336.614mil  T        360.00 IRLML6346TRPBF 

