Designator Footprint               Mid X         Mid Y         Ref X         Ref Y         Pad X         Pad Y TB      Rotation Comment        

Designator FIDUCIAL-2X3-PANEL    378.937mil    128.937mil    378.937mil    128.937mil    378.937mil    128.937mil  B         90.00 Comment        
Designator FIDUCIAL-2X3-PANEL   4237.796mil     131.89mil   4237.796mil     131.89mil   4237.796mil     131.89mil  B         90.00 Comment        
Designator FIDUCIAL-2X3-PANEL   4237.796mil   8479.741mil   4237.796mil   8479.741mil   4237.796mil   8479.741mil  B         90.00 Comment        
Designator FIDUCIAL-2X3-PANEL    378.937mil   8479.741mil    378.937mil   8479.741mil    378.937mil   8479.741mil  B         90.00 Comment        
Designator FIDUCIAL-2X3-PANEL    378.937mil   8479.741mil    378.937mil   8479.741mil    378.937mil   8479.741mil  T         90.00 Comment        
Designator FIDUCIAL-2X3-PANEL   4237.796mil   8479.741mil   4237.796mil   8479.741mil   4237.796mil   8479.741mil  T         90.00 Comment        
Designator FIDUCIAL-2X3-PANEL   4237.796mil     131.89mil   4237.796mil     131.89mil   4237.796mil     131.89mil  T         90.00 Comment        
Designator FIDUCIAL-2X3-PANEL    378.937mil    128.937mil    378.937mil    128.937mil    378.937mil    128.937mil  T         90.00 Comment        
J8         PN61729            596.937mil   6603.547mil    503.937mil   6603.937mil    689.937mil   6553.937mil  T        270.00 USB-B          
X1         CRYS320500        1768.915mil   7194.766mil   1768.915mil   7217.404mil    1696.08mil   7174.097mil  T        360.00 12MHz          
U11        LQFP144_N         2138.937mil   6451.039mil   2138.937mil   6451.039mil   2483.425mil   6866.394mil  T        270.00 ATSAM3X8EA-AU  
C4         C1206             3447.252mil   8246.362mil   3447.252mil   8246.362mil   3395.086mil   8246.362mil  T        360.00 4.7uF          
C1         C0805             3320.122mil   8223.729mil   3320.122mil    8223.43mil   3320.122mil   8186.028mil  T         90.00 1uF            
C5         C0402             3991.937mil   8215.087mil   3991.937mil   8214.937mil   3991.937mil   8196.237mil  T         90.00 100nF          
C3         C0805             3646.953mil   8252.362mil   3647.252mil   8252.362mil   3684.654mil   8252.362mil  T        180.00 10uF           
C7         C0402             3392.402mil   8029.362mil   3392.252mil   8029.362mil   3373.552mil   8029.362mil  T        360.00 1uF            
C6         C0603             3683.252mil   8157.362mil   3683.252mil   8157.362mil   3683.252mil   8184.134mil  T        270.00 100nF          
R2         R0402             3331.937mil   8075.886mil   3331.937mil   8075.937mil   3331.937mil   8094.835mil  T        270.00 10K            
R10        R0402             3407.252mil   7936.982mil   3407.252mil   7936.931mil   3407.252mil   7918.033mil  T         90.00 10K            
R33        R0402              816.315mil   7380.836mil    816.264mil   7380.836mil    797.366mil   7380.836mil  T        360.00 1K             
R11        R0402             3351.937mil   7936.886mil   3351.937mil   7936.937mil   3351.937mil   7955.835mil  T        270.00 10K            
R1         R0402             3316.201mil   8137.362mil   3316.252mil   8137.362mil    3335.15mil   8137.362mil  T        180.00 200K           
U1         VSSOP10           3485.252mil   8128.362mil   3485.252mil   8128.362mil   3390.764mil   8167.733mil  T        360.00 LM25011MY/NOPB 
U8         TDFN1616-6LD-PL-1   2798.583mil   7214.535mil   2798.583mil   7214.535mil   2778.898mil   7188.945mil  T        360.00 MIC5353-3.3YMT-TR
L1         XAL50XX-153       3850.252mil   8165.362mil   3850.252mil   8165.362mil   3850.252mil   8100.205mil  T         90.00 15uH           
R5         2512R-0.55        3575.252mil   7941.362mil   3575.252mil   7941.362mil    3459.11mil   7941.362mil  T        360.00 0.6r           
S1         B3F-31XX           388.937mil   7438.937mil    388.937mil   7438.937mil    339.937mil   7527.937mil  T        270.00 1571610-2      
TP40       TP-2               743.937mil   7898.937mil    743.937mil   7898.937mil    743.937mil   7898.937mil  B        360.00 TP4            
TP39       TP-2              1133.937mil   7909.937mil   1133.937mil   7909.937mil   1133.937mil   7909.937mil  B         90.00 TP4            
TP38       TP-2              1530.937mil   7909.937mil   1530.937mil   7909.937mil   1530.937mil   7909.937mil  B        270.00 TP4            
TP37       TP-2              2332.937mil   7909.937mil   2332.937mil   7909.937mil   2332.937mil   7909.937mil  B        270.00 TP4            
J4         FTSH-105-XX-X-DV   2112.937mil   7234.937mil   2112.937mil   7234.937mil   2212.937mil   7314.857mil  T        360.00 0.1in 2-Row    
LOGO1      OSHW_8X150_NOTEXT  -1136.063mil   3803.937mil     3073.2mil   7342.569mil  -1136.063mil   3803.937mil  T        360.00 OSHW_LOGO_8MILX0150-NT
J1         MSTBV10           1633.937mil   8155.937mil   1633.937mil   8155.937mil    733.937mil   8155.937mil  T          0.00 Molex 0395311010
F2         3557              3435.937mil   7422.937mil   3435.937mil   7422.937mil   3502.937mil   7157.937mil  T         90.00 3557-2         
F1         3557              3771.937mil   7422.937mil   3771.937mil   7422.937mil   3838.937mil   7157.937mil  T         90.00 3557-2         
C84        C0402             2861.473mil   6398.698mil   2861.323mil   6398.698mil   2842.623mil   6398.698mil  T        360.00 10nF           
C86        C0402             2997.214mil   6401.093mil   2997.064mil   6401.093mil   2978.364mil   6401.093mil  T        360.00 10nF           
C103       C0402             2881.937mil   5954.087mil   2881.937mil   5953.937mil   2881.937mil   5935.237mil  T         90.00 100nF          
R53        R0402              951.944mil   7674.023mil    951.944mil   7674.074mil    951.944mil   7692.972mil  T        270.00 100R           
R61        R0402TBD           879.163mil   6469.788mil    879.214mil   6469.788mil    898.112mil   6469.788mil  T        180.00 R0402TBD       
R52        R0402              954.918mil   7574.858mil    954.969mil   7574.858mil    973.867mil   7574.858mil  T        180.00 10R            
R55        R0402             1361.299mil   7589.493mil    1361.35mil   7589.493mil   1380.248mil   7589.493mil  T        180.00 10R            
C2         CAP-ELEC-063063077   3132.937mil   8130.937mil   3132.937mil   8130.937mil   3132.937mil   8028.575mil  T        270.00 UWT1V101MCL1GS 
C25        CAP-ELEC-063063077   3050.937mil   7164.937mil   3050.937mil   7164.937mil   3050.937mil   7267.299mil  T         90.00 UWT1V101MCL1GS 
C34        C0402             2838.733mil   7108.535mil   2838.583mil   7108.535mil   2819.883mil   7108.535mil  T        360.00 1uF            
C82        C0402             3390.937mil   5788.787mil   3390.937mil   5788.937mil   3390.937mil   5807.637mil  T        270.00 100nF          
U12        S25FL216K0PMFI041   3234.937mil   5732.937mil   3234.937mil   5732.937mil   3128.638mil   5807.937mil  T        360.00 S25FL216K0PMFI041
D24        LED2012120         353.281mil   7143.699mil    353.611mil   7143.699mil     394.95mil   7143.699mil  T        180.00 5988110107F    
D25        LED2012120         353.281mil   7082.699mil    353.611mil   7082.699mil     394.95mil   7082.699mil  T        180.00 5988140107F    
R34        R0402              816.042mil    7340.94mil    816.093mil    7340.94mil    834.991mil    7340.94mil  T        180.00 1K             
R36        R0402              816.029mil    7299.88mil    816.081mil    7299.88mil    834.979mil    7299.88mil  T        180.00 1K             
J16        70543-02          3548.937mil   6166.937mil   3548.937mil   6166.937mil   3498.937mil   6166.937mil  T        360.00 C-GRID-02-70543
J17        70543-02          3861.937mil   6166.937mil   3861.937mil   6166.937mil   3811.937mil   6166.937mil  T        360.00 C-GRID-02-70543
R75        R0402             3544.408mil   6442.158mil   3544.357mil   6442.158mil   3525.459mil   6442.158mil  T        180.00 100K           
R73        R0402             3289.112mil   6442.218mil   3289.061mil   6442.218mil   3270.163mil   6442.218mil  T        360.00 100K           
J6         70543-03          3321.437mil   6852.937mil   3321.437mil   6852.937mil   3421.437mil   6852.937mil  T        180.00 Molex 70543-03 
C38        C1206             3236.937mil   7070.937mil   3236.937mil   7070.937mil   3236.937mil   7123.102mil  T        270.00 TBD            
C36        C0603             3236.938mil   7243.937mil   3236.938mil   7243.937mil   3210.166mil   7243.937mil  T        360.00 100nF          
C35        C0402             3237.088mil   7183.937mil   3236.938mil   7183.937mil   3218.238mil   7183.937mil  T        360.00 1nF            
C93        C1206             4170.743mil   5485.457mil   4170.743mil   5485.457mil   4118.578mil   5485.457mil  T        360.00 TBD            
C95        C0603             4188.743mil   5553.457mil   4188.743mil   5553.457mil   4161.972mil   5553.457mil  T        360.00 100nF          
C94        C0402             4188.893mil   5611.457mil   4188.743mil   5611.457mil   4170.043mil   5611.457mil  T        360.00 1nF            
F3         3557               4171.26mil   6067.717mil    4171.26mil   6067.717mil    4238.26mil   6332.717mil  T        270.00 3557-2         
D43        DO-214AB          4145.752mil   5311.622mil   4145.307mil   5311.622mil   4264.307mil   5311.622mil  T        360.00 S3A-13-F       
J21        4POL254           4171.937mil   4908.937mil   4171.937mil   4908.937mil   4171.937mil   5058.937mil  T        270.00 Molex 0705430003
TP55       TP-2              4186.937mil   7614.937mil   4186.937mil   7614.937mil   4186.937mil   7614.937mil  B         90.00 TP4            
TP95       TP-2              2309.422mil   4401.813mil   2309.422mil   4401.813mil   2309.422mil   4401.813mil  B         90.00 TP4            
TP96       TP-2              2055.445mil   4565.631mil   2055.445mil   4565.631mil   2055.445mil   4565.631mil  B         90.00 TP4            
TP93       TP-2              2714.248mil   4562.576mil   2714.248mil   4562.576mil   2714.248mil   4562.576mil  B         90.00 TP4            
TP94       TP-2              2613.492mil   4562.979mil   2613.492mil   4562.979mil   2613.492mil   4562.979mil  B         90.00 TP4            
TP101      TP-2              2852.747mil   5923.968mil   2852.747mil   5923.968mil   2852.747mil   5923.968mil  B         90.00 TP4            
J3         MSTBH6            4024.567mil   7186.417mil   4024.567mil   7186.417mil   4024.567mil   6686.417mil  T         90.00 MSTBH6         
C70        C0603              520.439mil   6239.069mil    520.439mil   6239.069mil     547.21mil   6239.069mil  T        180.00 0603           
R67        R0402              794.291mil   6254.775mil    794.291mil   6254.724mil    794.291mil   6235.826mil  T         90.00 10K            
R68        R0402              872.047mil   6254.775mil    872.047mil   6254.724mil    872.047mil   6235.826mil  T         90.00 10K            
R65        R0402              871.063mil   6355.169mil    871.063mil   6355.118mil    871.063mil    6336.22mil  T         90.00 10K            
R70        R0402              712.598mil   6254.673mil    712.598mil   6254.724mil    712.598mil   6273.622mil  T        270.00 10K            
R69        R0402              592.063mil   6254.886mil    592.063mil   6254.937mil    592.063mil   6273.835mil  T        270.00 10K            
R71        R0402             1387.347mil   5914.469mil   1387.398mil   5914.469mil   1406.296mil   5914.469mil  T        180.00 4.7K           
R40        R0402             2358.995mil     6953.9mil   2358.995mil   6953.951mil   2358.995mil   6972.849mil  T        270.00 4.7K           
TP54       TP-2              2832.937mil   7171.535mil   2832.937mil   7171.535mil   2832.937mil   7171.535mil  B         90.00 TP4            
TP56       TP-2              1899.937mil   6896.937mil   1899.937mil   6896.937mil   1899.937mil   6896.937mil  B         90.00 TP4            
TP49       TP-2              2211.937mil   7266.937mil   2211.937mil   7266.937mil   2211.937mil   7266.937mil  B        360.00 TP4            
TP52       TP-2              2162.937mil   7166.937mil   2162.937mil   7166.937mil   2162.937mil   7166.937mil  B        360.00 TP4            
TP50       TP-2              2112.937mil   7266.937mil   2112.937mil   7266.937mil   2112.937mil   7266.937mil  B        360.00 TP4            
TP53       TP-2              2062.937mil   7166.937mil   2062.937mil   7166.937mil   2062.937mil   7166.937mil  B        360.00 TP4            
C122       C0603             1864.937mil   5056.937mil   1864.937mil   5056.937mil   1891.709mil   5056.937mil  T        180.00 100nF          
C109       C0603             2238.338mil   5073.937mil   2238.338mil   5073.937mil   2211.567mil   5073.937mil  T        360.00 100nF          
C57        C0603             1609.441mil   6376.471mil   1609.441mil   6376.471mil   1609.441mil     6349.7mil  T         90.00 0603           
D34        SOD923-100X40-2N   3539.368mil    6357.63mil   3539.368mil    6357.63mil   3521.652mil    6357.63mil  T        180.00 ESD9B3.3ST5G   
C55        C0603             1588.937mil   6455.937mil   1588.937mil   6455.937mil   1562.165mil   6455.937mil  T        360.00 0603           
C90        CAP-ELEC-063063077   2439.937mil   5328.937mil   2439.937mil   5328.937mil   2439.937mil   5226.575mil  T        270.00 UWT1V101MCL1GS 
J19        5POL254           3718.937mil   5758.937mil   3718.937mil   5758.937mil   3518.937mil   5758.937mil  T        360.00 0705430004     
D29        SOD523_           2962.937mil   5967.937mil   2962.937mil   5967.937mil   2962.937mil   5995.496mil  T         90.00 BAT54          
D31        SOD323-R          1998.008mil   7841.799mil   1997.662mil   7841.799mil   2041.662mil   7841.799mil  T        360.00 RSB39VTE-17    
D33        SOD923-100X40-2N   3282.401mil    6360.17mil   3282.401mil    6360.17mil   3264.684mil    6360.17mil  T        180.00 ESD9B3.3ST5G   
D30        LED2012120        1903.694mil   7847.582mil   1903.694mil   7847.913mil   1903.694mil   7889.251mil  T        270.00 5988110107F    
D32        SOD923-100X40-2N   3157.322mil   6361.172mil   3157.322mil   6361.172mil   3139.605mil   6361.172mil  T        180.00 ESD9B3.3ST5G   
R54        R0402             2544.564mil   7021.773mil   2544.513mil   7021.773mil   2525.615mil   7021.773mil  T        360.00 10K            
R62        R0402             3020.988mil   5982.937mil   3020.937mil   5982.937mil   3002.039mil   5982.937mil  T        360.00 4.7K           
R63        R0402             3162.184mil   6442.815mil   3162.133mil   6442.815mil   3143.235mil   6442.815mil  T        360.00 100K           
C12        C0402             4234.299mil   7890.595mil   4234.449mil   7890.595mil   4253.149mil   7890.595mil  T        180.00 C0402TBD       
R13        R0402               4234.5mil   7850.595mil   4234.449mil   7850.595mil   4215.551mil   7850.595mil  T          0.00 24r            
R131       R0402             4127.988mil   4631.937mil   4127.937mil   4631.937mil   4109.039mil   4631.937mil  T        360.00 R0402TBD       
R4         R0402             4217.571mil   8004.567mil    4217.52mil   8004.567mil   4198.622mil   8004.567mil  T        360.00 R0402TBD       
R132       R0402              588.937mil   4403.886mil    588.937mil   4403.937mil    588.937mil   4422.835mil  T        270.00 R0402TBD       
R3         R0402              487.937mil   8006.988mil    487.937mil   8006.937mil    487.937mil   7988.039mil  T         90.00 R0402TBD       
R32        R0402              356.988mil   7614.937mil    356.937mil   7614.937mil    338.039mil   7614.937mil  T        360.00 R0402TBD       
R83        R0402             2572.835mil   5843.401mil   2572.886mil   5843.401mil   2591.784mil   5843.401mil  T        180.00 24r            
R77        R0402             2573.125mil   5957.931mil   2573.074mil   5957.931mil   2554.176mil   5957.931mil  T        360.00 24r            
R82        R0402             2573.034mil   5918.193mil   2573.085mil   5918.193mil   2591.983mil   5918.193mil  T        180.00 24r            
C17        C0603              551.937mil   7570.937mil    551.937mil   7570.937mil    578.709mil   7570.937mil  T        180.00 C0603TBD       
C14        C0603             2151.937mil   7841.937mil   2151.937mil   7841.937mil   2178.709mil   7841.937mil  T        180.00 C0603TBD       
C8         C0603              794.937mil   7950.937mil    794.937mil   7950.937mil    768.165mil   7950.937mil  T        360.00 C0603TBD       
C9         C0603             1196.937mil   7950.937mil   1196.937mil   7950.937mil   1223.709mil   7950.937mil  T        180.00 C0603TBD       
C10        C0603             1597.937mil   7950.934mil   1597.937mil   7950.934mil   1624.709mil   7950.934mil  T        180.00 C0603TBD       
C11        C0603             2479.937mil   7950.927mil   2479.937mil   7950.927mil   2506.709mil   7950.927mil  T        180.00 C0603TBD       
U15        DRV8825PWPR       2087.357mil   5262.937mil   2087.357mil   5262.937mil   1921.019mil   5150.732mil  T          0.00 DRV8825        
Q6         SOT23-3           1982.622mil   7740.236mil   1984.937mil   7739.937mil   2024.307mil   7702.535mil  T         90.00 IRLML6346TRPBF 
R87        R0402             3200.245mil   5906.692mil   3200.245mil   5906.641mil   3200.245mil   5887.743mil  T         90.00 2k37           
R89        R0402             2102.168mil   5459.024mil   2102.168mil   5458.972mil   2102.168mil   5440.074mil  T         90.00 10K            
J22        4POL254            858.937mil   4448.937mil    858.937mil   4448.937mil   1008.937mil   4448.937mil  T        180.00 Molex 0705430003
FB26       FB0603            1855.937mil   7034.937mil   1855.937mil   7034.937mil   1829.756mil   7034.937mil  T        360.00 220R           
R96        R0402             1945.466mil   5974.066mil   1945.415mil   5974.066mil   1926.517mil   5974.066mil  T        360.00 100R           
R97        R0402             2132.689mil   6963.859mil   2132.689mil   6963.808mil   2132.689mil    6944.91mil  T         90.00 100R           
R98        R0402             2075.491mil   6953.667mil   2075.491mil   6953.617mil   2075.491mil   6934.718mil  T         90.00 100R           
R99        R0402             2628.237mil   6712.244mil   2628.288mil   6712.244mil   2647.186mil   6712.244mil  T        180.00 100R           
R101       R0402             2353.493mil   5943.712mil   2353.493mil   5943.661mil   2353.493mil   5924.763mil  T         90.00 100R           
R109       R0402             1491.366mil   6595.477mil   1491.417mil   6595.477mil   1510.315mil   6595.477mil  T        180.00 100R           
R114       R0402             1543.735mil     6523.8mil   1543.735mil   6523.851mil   1543.735mil   6542.749mil  T        270.00 100R           
R120       R0402             1330.557mil   6594.545mil   1330.506mil   6594.545mil   1311.608mil   6594.545mil  T        360.00 100R           
R133       R0402             1442.988mil   6341.937mil   1442.937mil   6341.937mil   1424.039mil   6341.937mil  T        360.00 100R           
R134       R0402             1252.139mil   6594.526mil   1252.088mil   6594.526mil    1233.19mil   6594.526mil  T        360.00 100R           
R135       R0402             1344.056mil    6343.62mil   1344.005mil    6343.62mil   1325.107mil    6343.62mil  T        360.00 100R           
R136       R0402              1174.07mil    6595.41mil   1174.121mil    6595.41mil   1193.019mil    6595.41mil  T        180.00 100R           
R137       R0402             1173.925mil   6343.468mil   1173.874mil   6343.468mil   1154.976mil   6343.468mil  T        360.00 100R           
R138       R0402             1442.666mil   6298.239mil   1442.615mil   6298.239mil   1423.717mil   6298.239mil  T        360.00 100R           
R139       R0402             1375.298mil   6049.363mil   1375.349mil   6049.363mil   1394.247mil   6049.363mil  T        180.00 100R           
R140       R0402             1285.423mil   6299.161mil   1285.372mil   6299.161mil   1266.474mil   6299.161mil  T        360.00 100R           
R141       R0402             1207.332mil   6300.284mil   1207.383mil   6300.284mil   1226.281mil   6300.284mil  T        180.00 100R           
R142       R0402             1363.886mil   6299.937mil   1363.937mil   6299.937mil   1382.835mil   6299.937mil  T        180.00 100R           
R143       R0402             1205.656mil   6044.569mil   1205.707mil   6044.569mil   1224.605mil   6044.569mil  T        180.00 100R           
R144       R0402             1128.976mil   6300.029mil   1128.925mil   6300.029mil   1110.027mil   6300.029mil  T        360.00 100R           
R145       R0402             1126.825mil   6044.893mil   1126.877mil   6044.893mil   1145.774mil   6044.893mil  T        180.00 100R           
J12        HDR2X5            1254.937mil   6468.937mil   1454.937mil   6518.937mil   1454.937mil   6518.937mil  T        180.00 Header 5X2     
C168       C0402             4026.937mil   5008.087mil   4026.937mil   5007.937mil   4026.937mil   4989.237mil  T         90.00 100nF          
C170       C0402             4026.937mil   4798.087mil   4026.937mil   4797.937mil   4026.937mil   4779.237mil  T         90.00 100nF          
C171       C0603              418.236mil   6238.972mil    418.236mil   6238.972mil    391.465mil   6238.972mil  T        360.00 0603           
FB30       FB0603            1356.175mil   6650.005mil   1356.175mil   6650.005mil   1329.994mil   6650.005mil  T        360.00 220R           
TP13       TP-2              1017.545mil   6289.877mil   1017.545mil   6289.877mil   1017.545mil   6289.877mil  B        270.00 TP4            
TP14       TP-2               753.298mil   6141.674mil    753.298mil   6141.674mil    753.298mil   6141.674mil  B        270.00 TP4            
TP15       TP-2               895.891mil   6227.508mil    895.891mil   6227.508mil    895.891mil   6227.508mil  B        270.00 TP4            
TP16       TP-2               835.138mil   6185.661mil    835.138mil   6185.661mil    835.138mil   6185.661mil  B        270.00 TP4            
TP20       TP-2               580.034mil   6177.654mil    580.034mil   6177.654mil    580.034mil   6177.654mil  B        270.00 TP4            
TP21       TP-2               506.197mil   5966.741mil    506.197mil   5966.741mil    506.197mil   5966.741mil  B        270.00 TP4            
TP22       TP-2               925.579mil   6048.929mil    925.579mil   6048.929mil    925.579mil   6048.929mil  B        270.00 TP4            
TP23       TP-2              1585.583mil   6391.101mil   1585.583mil   6391.101mil   1585.583mil   6391.101mil  B        270.00 TP4            
TP24       TP-2              1859.268mil   7089.071mil   1859.268mil   7089.071mil   1859.268mil   7089.071mil  B        270.00 TP4            
TP26       TP-2              1947.438mil   7038.817mil   1947.438mil   7038.817mil   1947.438mil   7038.817mil  B        270.00 TP4            
TP27       TP-2              1678.327mil   6006.272mil   1678.327mil   6006.272mil   1678.327mil   6006.272mil  B        270.00 TP4            
TP28       TP-2              1488.795mil   5986.609mil   1488.795mil   5986.609mil   1488.795mil   5986.609mil  B        270.00 TP4            
TP29       TP-2              1503.906mil   6697.004mil   1503.906mil   6697.004mil   1503.906mil   6697.004mil  B        270.00 TP4            
TP30       TP-2               579.772mil   7032.216mil    579.772mil   7032.216mil    579.772mil   7032.216mil  B        270.00 TP4            
TP31       TP-2               852.193mil   6471.311mil    852.193mil   6471.311mil    852.193mil   6471.311mil  B        270.00 TP4            
TP32       TP-2              1550.803mil   6758.615mil   1550.803mil   6758.615mil   1550.803mil   6758.615mil  B        270.00 TP4            
TP33       TP-2               807.302mil   7480.885mil    807.302mil   7480.885mil    807.302mil   7480.885mil  B        270.00 TP4            
TP34       TP-2              2028.678mil   7698.188mil   2028.678mil   7698.188mil   2028.678mil   7698.188mil  B        270.00 TP4            
TP35       TP-2              1861.753mil   7419.234mil   1861.753mil   7419.234mil   1861.753mil   7419.234mil  B        270.00 TP4            
TP58       TP-2               935.943mil   7531.488mil    935.943mil   7531.488mil    935.943mil   7531.488mil  B        270.00 TP4            
TP59       TP-2              2470.363mil   7406.214mil   2470.363mil   7406.214mil   2470.363mil   7406.214mil  B        270.00 TP4            
TP62       TP-2              1342.405mil   7540.033mil   1342.405mil   7540.033mil   1342.405mil   7540.033mil  B        270.00 TP4            
TP63       TP-2               1853.75mil   7499.183mil    1853.75mil   7499.183mil    1853.75mil   7499.183mil  B        270.00 TP4            
TP64       TP-2              1742.611mil   7546.213mil   1742.611mil   7546.213mil   1742.611mil   7546.213mil  B        270.00 TP4            
TP65       TP-2              2368.301mil   7265.105mil   2368.301mil   7265.105mil   2368.301mil   7265.105mil  B        270.00 TP4            
TP66       TP-2              2584.138mil   7511.571mil   2584.138mil   7511.571mil   2584.138mil   7511.571mil  B        270.00 TP4            
TP67       TP-2              2484.105mil   5296.766mil   2484.105mil   5296.766mil   2484.105mil   5296.766mil  B        270.00 TP4            
TP69       TP-2              2284.571mil    5477.67mil   2284.571mil    5477.67mil   2284.571mil    5477.67mil  B        270.00 TP4            
TP70       TP-2              1893.942mil   4965.162mil   1893.942mil   4965.162mil   1893.942mil   4965.162mil  B        270.00 TP4            
TP71       TP-2              1992.359mil   4864.884mil   1992.359mil   4864.884mil   1992.359mil   4864.884mil  B        270.00 TP4            
TP72       TP-2              2283.773mil   4965.123mil   2283.773mil   4965.123mil   2283.773mil   4965.123mil  B        270.00 TP4            
TP73       TP-2               2190.28mil   4857.569mil    2190.28mil   4857.569mil    2190.28mil   4857.569mil  B        270.00 TP4            
TP80       TP-2              1071.609mil   5325.279mil   1071.609mil   5325.279mil   1071.609mil   5325.279mil  B        270.00 TP4            
TP81       TP-2               853.076mil   5463.451mil    853.076mil   5463.451mil    853.076mil   5463.451mil  B        270.00 TP4            
TP82       TP-2               436.474mil   4954.304mil    436.474mil   4954.304mil    436.474mil   4954.304mil  B        270.00 TP4            
TP102      TP-2               552.952mil   4862.953mil    552.952mil   4862.953mil    552.952mil   4862.953mil  B        270.00 TP4            
TP103      TP-2               873.885mil   4940.114mil    873.885mil   4940.114mil    873.885mil   4940.114mil  B        270.00 TP4            
TP104      TP-2                750.41mil   4864.164mil     750.41mil   4864.164mil     750.41mil   4864.164mil  B        270.00 TP4            
TP106      TP-2              2791.241mil   6167.231mil   2791.241mil   6167.231mil   2791.241mil   6167.231mil  B        270.00 TP4            
TP107      TP-2              3184.099mil   6072.553mil   3184.099mil   6072.553mil   3184.099mil   6072.553mil  B        270.00 TP4            
TP108      TP-2              3499.416mil   6070.303mil   3499.416mil   6070.303mil   3499.416mil   6070.303mil  B        270.00 TP4            
TP109      TP-2              3812.089mil   6073.914mil   3812.089mil   6073.914mil   3812.089mil   6073.914mil  B        270.00 TP4            
TP110      TP-2              1776.985mil   5302.045mil   1776.985mil   5302.045mil   1776.985mil   5302.045mil  B        270.00 TP4            
TP111      TP-2              1608.505mil   5448.724mil   1608.505mil   5448.724mil   1608.505mil   5448.724mil  B        270.00 TP4            
TP112      TP-2              1182.614mil   4956.631mil   1182.614mil   4956.631mil   1182.614mil   4956.631mil  B        270.00 TP4            
TP113      TP-2              1280.467mil   4862.842mil   1280.467mil   4862.842mil   1280.467mil   4862.842mil  B        270.00 TP4            
TP114      TP-2              1574.438mil   4968.914mil   1574.438mil   4968.914mil   1574.438mil   4968.914mil  B        270.00 TP4            
TP115      TP-2              1473.416mil   4868.977mil   1473.416mil   4868.977mil   1473.416mil   4868.977mil  B        270.00 TP4            
TP116      TP-2              3193.283mil   5305.455mil   3193.283mil   5305.455mil   3193.283mil   5305.455mil  B        270.00 TP4            
TP117      TP-2              2962.052mil   5496.292mil   2962.052mil   5496.292mil   2962.052mil   5496.292mil  B        270.00 TP4            
TP118      TP-2              2598.761mil     4963.5mil   2598.761mil     4963.5mil   2598.761mil     4963.5mil  B        270.00 TP4            
TP119      TP-2              2696.673mil   4863.029mil   2696.673mil   4863.029mil   2696.673mil   4863.029mil  B        270.00 TP4            
TP120      TP-2              2986.391mil    4934.81mil   2986.391mil    4934.81mil   2986.391mil    4934.81mil  B        270.00 TP4            
TP121      TP-2              2885.313mil   4868.258mil   2885.313mil   4868.258mil   2885.313mil   4868.258mil  B        270.00 TP4            
TP122      TP-2              3898.088mil   5300.551mil   3898.088mil   5300.551mil   3898.088mil   5300.551mil  B        270.00 TP4            
TP123      TP-2              3670.752mil   5493.414mil   3670.752mil   5493.414mil   3670.752mil   5493.414mil  B        270.00 TP4            
TP124      TP-2              3348.026mil   4966.147mil   3348.026mil   4966.147mil   3348.026mil   4966.147mil  B        270.00 TP4            
TP125      TP-2              3467.209mil   4899.849mil   3467.209mil   4899.849mil   3467.209mil   4899.849mil  B        270.00 TP4            
TP126      TP-2              3736.056mil   4942.156mil   3736.056mil   4942.156mil   3736.056mil   4942.156mil  B        270.00 TP4            
TP127      TP-2              3605.417mil   4865.902mil   3605.417mil   4865.902mil   3605.417mil   4865.902mil  B        270.00 TP4            
TP128      TP-2              1644.131mil     6986.9mil   1644.131mil     6986.9mil   1644.131mil     6986.9mil  B         90.00 TP4            
TP129      TP-2              1522.807mil   6988.966mil   1522.807mil   6988.966mil   1522.807mil   6988.966mil  B         90.00 TP4            
D10        SOD323-R          1107.937mil   7919.283mil   1107.937mil   7918.937mil   1107.937mil   7962.937mil  T         90.00 RSB39VTE-17    

